Produk,Rating,Ulasan
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,Sumpah Kanky emang gk pernah mengecewakan....selain keren... kenyamanan nya top parah...gk capek buat kerja
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Sangat pas, sepatu nya keren"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,4,Produk nya bagus banget
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Done, bagus pas lagi"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,wokai
Kanky Sportsyle EXC 02 Orca - Sepatu Sport Casual Sport Style Pria Dewasa,5,Mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Ringan sepatunya. Semoga nyaman dan awet dipakainya.
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Bagus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagusss bangettttttt pliss
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Sepatu k tiga dr kanky, super nyaman bgt. Tp ini buat suami, mudah2an suka."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"keren siii, nyaman jugaaa!!! rekomen bgttt"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,mantap
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Barang sesuai deskripsi, mantap kk."
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,cakep bgt anjayyy. nanti gue kesini lagi ya beli model lain.
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,Oke
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Sesuai ekspektasi dan semoga awet
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"kaki ku 24cm aga nge pas sihh, better up size ke 39, tp sepatunya bgss"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Nyaman dipake
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantap
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Keren
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Suka banget sama sepatunya siap menemani running saya..👍👍
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,sesuai gambar
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Ok gass
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"BAGUS BANGETTT, enteggg banget dipakai jalan/ngegym bakal beli lagi dehh"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Barang
Bentuk dan ukuran: Sesuai yg didatangkan
Kualitas oke"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Ukuran pas di kaki 😁
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Paket udah sampe.. Suka kurir baik dan sopan
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya bagus, warnanya cantik, sama nyaman dipake, tapi agak ngepres buat kaki nmr 40, pdahal disitu keterangannya buat 26 cm(kakiku 24,5cm), hampir aja mesen nmr 39 �... "
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Kualitas mantap
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Maaf baru sempat kasih ulasan
Barang sudah sesuai amanah.bagus tidak mengecewakan pokoknya..next mo beli lagi type yang lain..mantaap"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Yang ke tiga ini,insole nya lentur,tebel,the best"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Asli cakepp next bakal order lagi
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Sepatu oke, pengiriman 9 hari wkwkwk"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Lokal pride nih.. recomended lah pokoknya
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Suka banget sama warnanya.. selalu beli sepatu sport kanky ❤️
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Spatunya bagus keren empuk dan ringan di kaki🥰jangan ragu beli di toko ini dan ukuran normal🥰🥰
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Tadi sudah cobajalan pagi.. Enak
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,Pekingan nya kurang rapi tapi sepatu nya bagus
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,4,sebelah kiri ada kerut an yang gk pas .. jd kurang enak kalo d lihat . tp nyaman spatunya
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sesuai dgn yg di review... ringan bgt.. nyaman bgt buat joging..keren bgt sih
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Alhamdilillah
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren abisss
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,bagus dan ringan dipake
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"bagusss bngtt cui, klo yg bru pertama lari make ini oke juga, warna yg putih nya ga kebagian hrs gercepp gess, 10000/10
bagusssss bngtttt"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Nyaman dan ringan banget 😍
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,Good
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Bagus
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Mantap
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Seperti biasa. Selalu nyman dan enak di pake. Sdh pembelian ke 3. Sellau puas
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Bentuk dan ukuran: PASS
Warna: Cantikk"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Produk bagus, enak dipakai, modelnya keren"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Produk bagus, enak dipakai, modelnya keren"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Produk bagus, enak dipakai, modelnya keren"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Alhamdulillah,barang udah dateng sesuai pesanan,bagus banget...👍👍👍"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,bagusss powwlll 🔥🔥
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"yg biasa pake ventela uk 39, co ini mending uk 40 pas banget"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren banget barangnya cuma sayang box sepatunya ancur dikit ga
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sepatunya nyaman, empuk, lem & jahitan rapih. Good kualitas brand lokal dan produksi lokal gak kalah dengan brand luar. Semoga bisa keluarin model inovasi sepatu teru... "
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"modelnya bagus, ringan dan kuat
nyaman dipakai"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,mantap
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus banget
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Paket di terima dengan aman, Kualitas sepatu OK sesuai deskripsi, respon admin penjual bagus, 

panduan Untuk pembeli lain jika kaki lebar memang harus di upsize 1-2 nome... "
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Nice lah pkoknya..ga rugi ga nyesel beli ini..terbaik kanky..
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,4,Keren produk yang oke
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Nyuamaaaaan banget dipakai istri katanya 😍
KANKY x RAWTYPERIOT Story Kitadake  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Garang
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"baguss bangettt warna Dann bahannya, empuk bgt jugaa loveee ....
tapii saran ajaa yaa teman' mending up size 1 ajaa yaa biar bisa kepakai jangka waktu lamaa"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Nice
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Impresi awal nyaman, warnanya bagus banget, saran dinaikin 2 size dari ukuran kaki di size chart, untung bisa tukar size dan prosesnya cepet, terima kasih tim kanky"
Kanky Sportsyle K-FLEX  - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Keren banget 👍
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barang nya bagus dan sangat nyaman saat di gunakan untk lari
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Bentuk dan ukuran: Bagus dan ukuran pas
Daya tahan pakai: Semoga awet
Warna: Sesuai hitam Charcoal"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Cakep modenya, sepatunya ringan dan insole juga empuk. Langsung dibuat tempur bekerja. Thx kanky"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagossssss
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Empuk, nyaman banget dipake. Bestttttttt⭐⭐⭐⭐⭐
Bentuk dan ukuran: Ukuran 40
Warna: All black"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Goksss bgt, kualitas gak perlu diragukan lagi 💪🏻💪🏻💪🏻 saran up 1 size"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Bentuk dan ukuran: Pas
Aroma: Tidak bau
Daya tahan pakai: Kuat
Warna: Sesuai"
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Mantapp lah
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Produknya sangat bagus..cocok d pake lari..warna sesuai pesanan.👍👍
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Daya tahan pakai: Mantap
Untuk yang kakinya tipikal lebar, mending di upsize saja. 
Kualitas mantap enak dipakai walaupun cukup pas, karena ukuran biasa gk di up. Upper b... "
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Terbaik kanky
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren sepatutnya
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Sangat bagus, cocok dan sesuai pesanan"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Shape and size: 37
pas bgt, rekomen deh!"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bintang yang bicara
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,4,Q
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantap mau pesan lagi
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Produk ini baik
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sesuai pesanan sepatunya bagus,pas dipakai dikaki ringan warnanya cantik recommended dech...makasih kanky"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"mantaap, fits nicely"
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus, cepat bgt sampainya"
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren cadas.....
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"cantik sekali warnanya, ringan juga💕"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Semoga awet di pakai
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya bagus, nyaman dipakai"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Produk nya bagus, nyaman bgt di kaki ku. Sempet takut ga muat tapi di coba pakai dan di bawa jalan, enak bgt ga sempit. Pengiriman cepet. Top deh🤙🏻✨"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Barang mantap,, real picture,, moga nambah lagi brand lokal klas internasional 💪👍"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Benar-benar bagus banget, sepatutnya empuk, enteng ringan bgt di pakai...so puas bgt kanky..."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya bagus pas di pakenya pengirimannya juga cepat...makasih seller
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus banget sumpah,ringan dn nyaman d pakai...."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,separu nya bagus ringan kece
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Pengiriman cepat, sepatunya cakep, smoga awet .. Makasih"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya oke...pas dan nyaman d pakai
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Kereeennn🔥
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Lokal tapi qulity mirip kek sport branded, ringan empuk dan simple,adidas cloudfoam look alike"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Bagus, temen2 ku aja pada mau beli katanya"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Sepatunya keren
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: Pas banget
Aroma: Enak pol
Warna: Sesuai dengan yang dipesan
Bagusss polll mau beli lagiiii😭"
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,"Bentuk dan ukuran: Sangat cocok,ukuran juga pas.
Warna: bagus"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Joss sepatu nya bagus sekali
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Alhamdulillah suka udah di coba cocok .. next order lagi
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"ukurannya pass, warnanya cakepp bgttt! ringan kaya ga pakai sepatu"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Alhamdulillah, produk sudah sampai dengan baik, size sesuai, warna jg sesuai. Pembelian kedua. Setelah stoke kehabisan terus akhirnya dapet jg. Terima kasih
Bentuk dan uk... "
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Cantik banged sepatunya, ringan dan empuk"
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Well bangett kanky emng besttttt
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Sepatunya bagus
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,Kereeeen bakalan pesen lagi......
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagusssss Ringan pengiriman cepat tks
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"cakeppp bgttt ih sepatunyaaa, ga nyesell‼️😍😍"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Sesuai ekspektasi bagus produk lokal joss
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,yaallah cantik banget sepatunya 😭🫶🏻🫶🏻🫶🏻
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,Dipake enak
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatu nya bagus dipake nya nyaman 😍😍
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Kerennnnnnn
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Bagus ringan dipakai,enak bgt"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Enak di pakek nyaman 
Dan empuk"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,4,Suer bagus banget aslinya 👍
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"TOP
mudah2an awet & ketahanannya bagus"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Sepatunya bagus banget kwalitas oke pake banget2.enakan di pakainya dan empuk.nanti mau co lagi deh. Makasih mimin.
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus bangettttt
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Bagus walaupun kegedean TPI barang bagus....
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Bentuk dan ukuran: Pas
Aroma: Baik
Daya tahan pakai: Bagus"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"sukaaaa sekalii lucuuu, terimakasih😍😚"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus, empuk, dan real pict🙂‍↔️🙂‍↔️"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Bagus bangett
Puasss"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bentuk dan ukuran: Pas nyaman pas dipakai soalnya sepatunya ringan
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren abisssss ..cus beli gak usah pake ragu wellll
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,pengiriman cepat
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bguussssss
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,Kren
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Bagus
Empuk
Size pas
Agak berat aja"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Alhamdulillah proses returnya sangat mudah dan bisa request ukuran lain.. terima kasih
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Cakep benerrrr...ringan,empukkk
Warna: Sesuai gambar
Bentuk dan ukuran: Cakep,pas di kaki"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"mantap sepatunyaaa gacorrr, sesuai ekspektasi"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Keren
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Tb 165 bb 67, aku biasa pake size 40
Dan ini sepatunya pas ada longgar dikit di aku
Awal dipake agak pegel sih di kaki, tapi lama kelamaan biasa aja ga yang terlalu empuk... "
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"barang sesuai deskripsi, bahannya bagus, model sesuai gambar"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Keren
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Ok
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,kualitas best banget!!
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Ok mantap
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"mantap... barang sesuai diskripsi, anak saya suka... trims seller dan tokopedia"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Tak pernah gagal
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,mantap.....
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Not bad
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bismillah moga pas di kaki, krna blm di coba"
